40;64000;201;1;0.017031
40;64000;201;2;0.030367
40;64000;201;3;0.0360163
40;64000;201;4;0.0406603
40;64000;201;5;0.0494816
40;64000;201;6;0.0579849
40;64000;201;7;0.0708924
40;64000;201;8;0.0771061
80;512000;201;1;0.110149
80;512000;201;2;0.128561
80;512000;201;3;0.12826
80;512000;201;4;0.150663
80;512000;201;5;0.178156
80;512000;201;6;0.221768
80;512000;201;7;0.246624
80;512000;201;8;0.293632
120;1728000;201;1;0.330102
120;1728000;201;2;0.301237
120;1728000;201;3;0.326841
120;1728000;201;4;0.407104
120;1728000;201;5;0.444169
120;1728000;201;6;0.552094
120;1728000;201;7;0.599981
120;1728000;201;8;0.662273
160;4096000;201;1;0.766634
160;4096000;201;2;0.62693
160;4096000;201;3;0.621636
160;4096000;201;4;0.759868
160;4096000;201;5;0.832774
160;4096000;201;6;1.03388
160;4096000;201;7;1.07542
160;4096000;201;8;1.23284
200;8000000;201;1;2.09158
200;8000000;201;2;1.42498
200;8000000;201;3;1.19772
200;8000000;201;4;1.2904
200;8000000;201;5;1.46904
200;8000000;201;6;1.64836
200;8000000;201;7;1.7741
200;8000000;201;8;2.02644
240;13824000;201;1;4.62541
240;13824000;201;2;2.86152
240;13824000;201;3;2.20388
240;13824000;201;4;2.11374
240;13824000;201;5;2.38592
240;13824000;201;6;2.68295
240;13824000;201;7;2.84046
240;13824000;201;8;3.14836
280;21952000;201;1;8.22993
280;21952000;201;2;4.8909
280;21952000;201;3;3.69258
280;21952000;201;4;3.47788
280;21952000;201;5;3.60788
280;21952000;201;6;3.88552
280;21952000;201;7;4.06393
280;21952000;201;8;4.50024
320;32768000;201;1;12.3443
320;32768000;201;2;7.19194
320;32768000;201;3;5.32884
320;32768000;201;4;4.86815
320;32768000;201;5;4.44387
320;32768000;201;6;5.34075
320;32768000;201;7;5.44583
320;32768000;201;8;5.94852
340;39304000;201;1;14.9855
340;39304000;201;2;8.64901
340;39304000;201;3;6.32013
340;39304000;201;4;5.77296
340;39304000;201;5;5.28181
340;39304000;201;6;6.19912
340;39304000;201;7;6.29983
340;39304000;201;8;7.026
360;46656000;201;1;17.8456
360;46656000;201;2;10.2331
360;46656000;201;3;7.4552
360;46656000;201;4;6.75139
360;46656000;201;5;6.18323
360;46656000;201;6;7.32264
360;46656000;201;7;7.58207
360;46656000;201;8;8.14512
380;54872000;201;1;20.8634
380;54872000;201;2;11.8414
380;54872000;201;3;8.64963
380;54872000;201;4;7.80802
380;54872000;201;5;7.32588
380;54872000;201;6;8.05824
380;54872000;201;7;8.49328
380;54872000;201;8;9.17372
400;64000000;201;1;24.3322
400;64000000;201;2;13.7518
400;64000000;201;3;9.96681
400;64000000;201;4;8.88556
400;64000000;201;5;8.0768
400;64000000;201;6;9.09451
400;64000000;201;7;9.50763
400;64000000;201;8;10.4357
440;85184000;201;2;18.0617
440;85184000;201;4;11.5258
440;85184000;201;8;13.0121
480;110592000;201;2;22.7351
480;110592000;201;4;14.2092
480;110592000;201;8;15.5819
520;140608000;201;2;28.9825
520;140608000;201;4;17.7567
520;140608000;201;8;18.5052
560;175616000;201;4;22.2679
560;175616000;201;8;22.8433
640;262144000;201;4;33.4224
640;262144000;201;8;32.3972
680;314432000;201;8;37.457
720;373248000;201;8;44.395
760;438976000;201;8;48.7992
800;512000000;201;8;58.641
